indication id,indication name,slug,generics count
3873,Surgery,surgery-3873,0
3435,Surface disinfection,surface-disinfection-3435,1
3436,Surface anaesthesia,surface-anaesthesia-3436,2
3434,Supraventricular tachycardia,supraventricular-tachycardia-3434,3
3433,Supraventricular arrhythmias,supraventricular-arrhythmias-3433,3
3432,Supraventricular and ventricular arrhythmias,supraventricular-and-ventricular-arrhythmias-3432,3
3431,Suprapubic pain,suprapubic-pain-3431,1
4194,Supports normal prostate function,supports-normal-prostate-function-4194,3
3889,Supplement in adrenal insufficiency during moderate or major surgery,supplement-in-adrenal-insufficiency-during-moderate-or-major-surgery-3889,1
3888,Supplement in adrenal insufficiency during minor surgery under general anaesthesia,supplement-in-adrenal-insufficiency-during-minor-surgery-under-general-anaesthesia-3888,1
4077,Supplement for intravenous nutrition,supplement-for-intravenous-nutrition-4077,2
3430,Superficial wounds,superficial-wounds-3430,0
3429,Superficial skin infections,superficial-skin-infections-3429,3
3909,Superficial punctate keratitis,superficial-punctate-keratitis-3909,0
3428,Superficial ophthalmic infections,superficial-ophthalmic-infections-3428,2
3427,Superficial dermatophyte infections and pityriasis versicolor,superficial-dermatophyte-infections-and-pityriasis-versicolor-3427,5
3451,Systemic hyperfibrinolysis,systemic-hyperfibrinolysis-3451,1
3450,Systemic fungal infections,systemic-fungal-infections-3450,2
3449,Syphilis,syphilis-3449,7
3448,Sympathetic nerve block,sympathetic-nerve-block-3448,2
4019,Sycosis barbae,sycosis-barbae-4019,2
3447,Swine flu,swine-flu-3447,1
3446,Sweating feet,sweating-feet-3446,1
3445,Sweat rash,sweat-rash-3445,1
4197,Suspected or confirmed COVID-19,suspected-or-confirmed-covid-19-4197,19
4122,Suspected glaucoma,suspected-glaucoma-4122,1
3444,Susceptible infections,susceptible-infections-3444,17
3438,Surgical prophylaxis,surgical-prophylaxis-3438,11
3441,Surgical infections,surgical-infections-3441,1
3440,Surgical incisions,surgical-incisions-3440,1
3439,Surgical anaesthesia,surgical-anaesthesia-3439,1
3466,Testosterone replacement therapy,testosterone-replacement-therapy-3466,3
3465,Testicular cancer,testicular-cancer-3465,4
3935,Termination of pregnancy upto 9th week (63 days) of gestation,termination-of-pregnancy-upto-9th-week-63-days-of-gestation-3935,9
3464,Termination of pregnancy,termination-of-pregnancy-3464,2
3463,Tension,tension-3463,4
3462,Tendonitis,tendonitis-3462,5
3461,Teething pain,teething-pain-3461,2
3460,Teeth whitening,teeth-whitening-3460,2
3459,Teeth cleaner & brighter,teeth-cleaner-brighter-3459,1
3458,Tachycardia,tachycardia-3458,7
3454,T-cell lymphoma,t-cell-lymphoma-3454,0
3453,Systemic sclerosis,systemic-sclerosis-3453,6
3452,Systemic lupus erythematosus (SLE),systemic-lupus-erythematosus-sle-3452,14
4022,Surgical aid in the anterior segment,surgical-aid-in-the-anterior-segment-4022,3
3437,Surgery (haemorrhagic shock),surgery-haemorrhagic-shock-3437,1
3478,Thyroid storm,thyroid-storm-3478,3
4144,Thyroid cancer,thyroid-cancer-4144,0
3476,Thrush,thrush-3476,1
3993,Thrombotic cardiovascular (CV) events,thrombotic-cardiovascular-cv-events-3993,2
3474,Thromboembolic disorders,thromboembolic-disorders-3474,3
3475,Thromboembolism,thromboembolism-3475,5
3473,Throat infections,throat-infections-3473,0
4128,Threatened premature delivery,threatened-premature-delivery-4128,1
4126,Threatened abortion,threatened-abortion-4126,1
3472,Threatened miscarriage,threatened-miscarriage-3472,1
3471,Third stage of labour,third-stage-of-labour-3471,1
4045,Thiamine deficiency,thiamine-deficiency-4045,1
3470,Thiamine and riboflavin deficiency,thiamine-and-riboflavin-deficiency-3470,2
3978,Therapeutic dilution of blood,therapeutic-dilution-of-blood-3978,1
3469,Thalassaemia,thalassaemia-3469,0
3467,Tetanus,tetanus-3467,6
3488,Tonsillitis,tonsillitis-3488,15
4003,Tonometry,tonometry-4003,1
3487,Tonic-clonic status epilepticus,tonic-clonic-status-epilepticus-3487,2
3486,To reduce the need for allogenic blood tranfusion,to-reduce-the-need-for-allogenic-blood-tranfusion-3486,2
4029,"To prevent scurvey, beriberi, pellagra and others",to-prevent-scurvey-beriberi-pellagra-and-others-4029,0
4028,To develop immune system,to-develop-immune-system-4028,3
3485,Tinnitus,tinnitus-3485,2
3683,Tinea versicolor,tinea-versicolor-3683,1
3484,Tinea pedis (athlete’s foot),tinea-pedis-athletes-foot-3484,16
3483,Tinea cruris (jock itch),tinea-cruris-jock-itch-3483,14
3482,Tinea corporis (ringworm),tinea-corporis-ringworm-3482,14
3480,Tic disorders,tic-disorders-3480,1
3481,Tinea (pityriasis) versicolor,tinea-pityriasis-versicolor-3481,5
3479,Thyrotoxicosis,thyrotoxicosis-3479,4
3501,Transurethral prostatic resection,transurethral-prostatic-resection-3501,0
3874,Trauma,trauma-3874,2
3456,Transient ischemic attack,transient-ischemic-attack-3456,4
3499,Transfusion reactions,transfusion-reactions-3499,4
3498,Tranquilizer overdoses,tranquilizer-overdoses-3498,1
3497,Trachoma,trachoma-3497,1
3625,Tracheostomy care during anaesthesia.,tracheostomy-care-during-anaesthesia-3625,1
3496,Tracheolaryngitis,tracheolaryngitis-3496,0
3495,Toxoplasmosis,toxoplasmosis-3495,2
3494,Toxocariasis,toxocariasis-3494,3
3731,Toxic shock syndrome,toxic-shock-syndrome-3731,1
3779,Toxaemia,toxaemia-3779,0
3493,Tourette syndrome,tourette-syndrome-3493,4
3853,Topical antiseptic,topical-antiseptic-3853,4
3492,Total or partial gastrectomy,total-or-partial-gastrectomy-3492,1
3491,Topical anesthesia,topical-anesthesia-3491,2
3511,Trigeminal neuralgia,trigeminal-neuralgia-3511,10
3510,Trichuriasis,trichuriasis-3510,2
3509,Trichotillomania,trichotillomania-3509,6
3508,Trichostrongyliasis,trichostrongyliasis-3508,1
3507,Trichomoniasis,trichomoniasis-3507,5
3506,Trichinosis,trichinosis-3506,4
3505,Trichinellosis,trichinellosis-3505,4
3929,Treatment or shock states,treatment-or-shock-states-3929,1
4046,Treatment and prophylaxis of mild chronic thiamine deficiency,treatment-and-prophylaxis-of-mild-chronic-thiamine-deficiency-4046,1
4071,"Treat and prevent chronic diseases like heart diseases, rheumatoid arthritis, COPD and cancer",treat-and-prevent-chronic-diseases-like-heart-diseases-rheumatoid-arthritis-copd-and-cancer-4071,1
3502,Traumatic hyphema,traumatic-hyphema-3502,1
3503,Traveller’s diarrhea,travellers-diarrhea-3503,2
3490,Toothache,toothache-3490,5
3489,Tooth extraction,tooth-extraction-3489,0
3624,Ulcerative Proctitis,ulcerative-proctitis-3624,2
3523,Ulcerative colitis,ulcerative-colitis-3523,15
3971,Ulcer resistant to H2 receptor antagonists,ulcer-resistant-to-h2-receptor-antagonists-3971,2
3520,Typhoid fever,typhoid-fever-3520,11
3519,Type 2 DM,type-2-dm-3519,2
3518,Type 1 DM,type-1-dm-3518,1
4143,tympanoplasty,tympanoplasty-4143,1
3517,Tumor lysis syndrome,tumor-lysis-syndrome-3517,3
3516,Tularaemia,tularaemia-3516,5
3515,Tuberous sclerosis,tuberous-sclerosis-3515,2
3514,Tuberculous meningitis,tuberculous-meningitis-3514,5
3457,TSH suppression,tsh-suppression-3457,0
3513,Tuberculosis,tuberculosis-3513,12
3512,Trophoblastic neoplasms,trophoblastic-neoplasms-3512,1
3539,Uric acid nephropathy,uric-acid-nephropathy-3539,2
3538,Urge incontinence,urge-incontinence-3538,6
3537,Urethritis,urethritis-3537,6
3534,Upper Gl bloating,upper-gl-bloating-3534,4
3536,Upper gastrointestinal haemorrhage,upper-gastrointestinal-haemorrhage-3536,1
3535,Upper and lower respiratory tract infections,upper-and-lower-respiratory-tract-infections-3535,9
3900,Unstable tear film,unstable-tear-film-3900,1
3533,Unstable angina,unstable-angina-3533,9
3531,Unipolar and bipolar depression,unipolar-and-bipolar-depression-3531,8
3525,Uncomplicated UTI,uncomplicated-uti-3525,2
3529,Uncomplicated premature labour,uncomplicated-premature-labour-3529,1
3530,Uncomplicated skin infections,uncomplicated-skin-infections-3530,2
3528,Uncomplicated pneumococcal pneumonia,uncomplicated-pneumococcal-pneumonia-3528,6
3527,Uncomplicated gonorrhoea,uncomplicated-gonorrhoea-3527,5
3526,Uncomplicated cystitis,uncomplicated-cystitis-3526,4
3524,Ulcers,ulcers-3524,3
3554,Vaginal atrophy,vaginal-atrophy-3554,3
3553,Uveitis,uveitis-3553,3
3552,Uveal tract inflammation,uveal-tract-inflammation-3552,1
3540,UTI caused by Staphylococcus Aureus,uti-caused-by-staphylococcus-aureus-3540,1
3551,Uterine hemorrhage,uterine-hemorrhage-3551,2
3550,Uterine fibroids,uterine-fibroids-3550,6
3549,Uterine bleeding,uterine-bleeding-3549,7
3548,Uterine atony,uterine-atony-3548,2
3547,Urticaria,urticaria-3547,14
3546,Urothelial toxicity,urothelial-toxicity-3546,1
3545,Urothelial bladder carcinoma,urothelial-bladder-carcinoma-3545,2
3544,Urine alkalinisation,urine-alkalinisation-3544,2
3542,Urinary incontinence,urinary-incontinence-3542,9
3543,Urinary tract infection,urinary-tract-infection-3543,36
3541,Urinary frequency and urgency,urinary-frequency-and-urgency-3541,5
3565,Venous thromboembolism,venous-thromboembolism-3565,4
3661,Vasomotor rhinitis,vasomotor-rhinitis-3661,4
3564,Vasculitis,vasculitis-3564,7
3754,"Vascular complications (e. g., atherosclerosis)",vascular-complications-e-g-atherosclerosis-3754,1
3563,Varicella zoster (chickenpox),varicella-zoster-chickenpox-3563,5
4016,Varicose ulcers,varicose-ulcers-4016,1
3562,Varicella infection,varicella-infection-3562,1
3561,Variceal haemorrhage,variceal-haemorrhage-3561,1
3560,Vaginitis,vaginitis-3560,11
3559,Vaginal trichomoniasis,vaginal-trichomoniasis-3559,3
3807,Vaginal thrush,vaginal-thrush-3807,2
3558,Vaginal or rectal irritation,vaginal-or-rectal-irritation-3558,1
3557,Vaginal leucorrhoea,vaginal-leucorrhoea-3557,9
3556,Vaginal dryness,vaginal-dryness-3556,3
3555,Vaginal candidiasis or thrush,vaginal-candidiasis-or-thrush-3555,5
3580,Visceral spasms,visceral-spasms-3580,1
3579,Visceral muscle spasm,visceral-muscle-spasm-3579,1
4116,Visceral leishmaniasis,visceral-leishmaniasis-4116,3
3947,Viral conjunctivitis,viral-conjunctivitis-3947,1
3578,Vincent’s infection,vincents-infection-3578,1
3577,Vestibular neuritis,vestibular-neuritis-3577,5
3576,Vestibular disorders,vestibular-disorders-3576,3
3633,Vestibular and visual disorders of ischaemic aetiology,vestibular-and-visual-disorders-of-ischaemic-aetiology-3633,1
3574,Vertigo and vestibular disorders,vertigo-and-vestibular-disorders-3574,1
3573,Vertigo,vertigo-3573,9
3572,Verruca,verruca-3572,1
3570,Ventricular tachycardia,ventricular-tachycardia-3570,2
3568,Ventricular fibrillation,ventricular-fibrillation-3568,1
3567,Ventricular arrhythmias,ventricular-arrhythmias-3567,2
3566,Venous thrombosis,venous-thrombosis-3566,5
3595,Vitamin or mineral supplement,vitamin-or-mineral-supplement-3595,21
3594,Vitamin or mineral deficiency during pregnancy and lactation,vitamin-or-mineral-deficiency-during-pregnancy-and-lactation-3594,5
3593,Vitamin or mineral deficiency,vitamin-or-mineral-deficiency-3593,17
3590,Vitamin K deficiency bleeding,vitamin-k-deficiency-bleeding-3590,2
3589,Vitamin K deficiency,vitamin-k-deficiency-3589,2
3588,Vitamin E deficiency and peripheral neuropathy,vitamin-e-deficiency-and-peripheral-neuropathy-3588,3
3591,Vitamin deficiency,vitamin-deficiency-3591,22
3586,Vitamin D deficiency,vitamin-d-deficiency-3586,1
3592,Vitamin C deficiency,vitamin-c-deficiency-3592,5
3585,Vitamin B6 deficiency,vitamin-b6-deficiency-3585,6
3584,Vitamin B12 deficiency,vitamin-b12-deficiency-3584,12
4079,Vitamin B1 deficiency,vitamin-b1-deficiency-4079,1
3845,"Vitamin B,Vitamin-C and Folic acid deficiencies",vitamin-bvitamin-c-and-folic-acid-deficiencies-3845,2
3583,Vitamin B deficiencies,vitamin-b-deficiencies-3583,7
3581,Vitamin A deficiency,vitamin-a-deficiency-3581,2
3604,Wheezing,wheezing-3604,3
3603,Wet age-related macular degeneration,wet-age-related-macular-degeneration-3603,2
4047,Wernicke-Korsakoff syndrome,wernicke-korsakoff-syndrome-4047,1
3959,Weight gain and calcium retention,weight-gain-and-calcium-retention-3959,1
3602,Watery eye,watery-eye-3602,5
3600,Water purification,water-purification-3600,3
3599,Water disinfection,water-disinfection-3599,1
3734,Warts,warts-3734,5
4140,Waldenström's macroglobulinemia,waldenströms-macroglobulinemia-4140,1
3598,Vulvovaginal candidiasis,vulvovaginal-candidiasis-3598,6
3714,Waldenstrom's macroglobulinaemia,waldenstroms-macroglobulinaemia-3714,1
3597,Vomiting,vomiting-3597,17
3596,Vitiligo,vitiligo-3596,7
4078,Vitamins B and Zinc deficiencies,vitamins-b-and-zinc-deficiencies-4078,1
3619,Yellow fever infection,yellow-fever-infection-3619,4
3617,Xerophthalmia,xerophthalmia-3617,1
3616,X-ray imaging,x-ray-imaging-3616,1
3615,Wounds,wounds-3615,10
3614,Wound sepsis,wound-sepsis-3614,0
3613,Wound infection,wound-infection-3613,1
3611,Wound debribement and suturing,wound-debribement-and-suturing-3611,0
3610,Wound cleansing,wound-cleansing-3610,1
3609,Wound and ulcer cleansing,wound-and-ulcer-cleansing-3609,0
3608,Wound and burn dressing,wound-and-burn-dressing-3608,1
3607,Worm infections,worm-infections-3607,3
4050,With percutaneous coronary intervention or coronary artery bypass graft,with-percutaneous-coronary-intervention-or-coronary-artery-bypass-graft-4050,1
3606,Wiskott-Aldrich syndrome,wiskott-aldrich-syndrome-3606,2
4063,Wilm's tumour,wilms-tumour-4063,1
3689,Whooping cough,whooping-cough-3689,2
3605,Whipple’s disease,whipples-disease-3605,1
3622,Zollinger-Ellison syndrome,zollinger-ellison-syndrome-3622,5
3621,Zinc deficiency,zinc-deficiency-3621,2
3620,Zinc & folic acid deficiency,zinc-folic-acid-deficiency-3620,3
